"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바라며, 외부 공개시에는 반드시 신고일 기준으로 집계되면 공식통계를 이용하여 주시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20180101 ~ 20180630"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 송파구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","1~10","48,000","9","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","1~10","48,000","2","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","84.17","201801","1~10","66,500","12","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","1~10","49,000","8","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","11~20","46,800","12","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","11~20","46,300","1","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","11~20","45,800","2","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","11~20","48,300","6","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","84.17","201801","11~20","69,800","6","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","11~20","52,000","13","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","11~20","48,700","3","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","11~20","49,000","11","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","21~31","50,000","3","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","21~31","49,500","5","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","21~31","47,000","7","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201801","21~31","51,000","8","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201802","1~10","53,000","9","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201802","1~10","52,000","11","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201802","1~10","50,500","8","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201802","1~10","49,800","5","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201802","11~20","51,000","2","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201803","1~10","52,500","13","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201803","11~20","53,000","4","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201803","11~20","55,000","15","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201803","21~31","54,000","7","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201804","1~10","55,000","12","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201804","11~20","54,500","1","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","84.17","201804","11~20","72,000","6","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201804","21~30","57,700","3","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201805","11~20","56,500","12","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201805","11~20","55,300","6","1997","양산로4길"
"서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.74","201805","11~20","52,000","1","1997","양산로4길"
"서울특별시 송파구 거여동","593","0593","0000","금호어울림","101.98","201801","1~10","69,900","11","2003","오금로56길"
"서울특별시 송파구 거여동","593","0593","0000","금호어울림","84.98","201802","1~10","65,000","8","2003","오금로56길"
"서울특별시 송파구 거여동","593","0593","0000","금호어울림","120.36","201802","21~28","73,500","7","2003","오금로56길"
"서울특별시 송파구 거여동","593","0593","0000","금호어울림","101.98","201803","11~20","71,500","14","2003","오금로56길"
"서울특별시 송파구 거여동","593","0593","0000","금호어울림","104.5","201804","11~20","76,000","9","2003","오금로56길"
"서울특별시 송파구 거여동","9-6","0009","0006","대영무지개1","59.73","201802","11~20","29,000","3","1991","거마로9길"
"서울특별시 송파구 거여동","9-6","0009","0006","대영무지개1","59.73","201805","1~10","27,800","1","1991","거마로9길"
"서울특별시 송파구 거여동","551-11","0551","0011","로얄","84.33","201804","11~20","41,500","3","2001","오금로68길"
"서울특별시 송파구 거여동","199-2","0199","0002","보화1차","43.66","201801","11~20","40,000","2","1987","오금로61길"
"서울특별시 송파구 거여동","199-2","0199","0002","보화1차","43.66","201801","21~31","29,500","5","1987","오금로61길"
"서울특별시 송파구 거여동","258-7","0258","0007","보화2차","40.38","201801","21~31","32,000","3","1988","오금로68길"
"서울특별시 송파구 거여동","258-7","0258","0007","보화2차","40.38","201804","21~30","32,800","3","1988","오금로68길"
"서울특별시 송파구 거여동","45-1","0045","0001","블레스","70.39","201802","21~28","43,000","5","2005","거마로8길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","84.96","201801","1~10","48,500","12","1999","거마로9길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","59.79","201801","11~20","42,500","10","1999","거마로9길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","59.79","201801","11~20","42,600","13","1999","거마로9길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","84.96","201801","21~31","48,800","13","1999","거마로9길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","59.79","201802","1~10","41,000","2","1999","거마로9길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","59.79","201803","1~10","42,000","10","1999","거마로9길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","84.96","201803","11~20","52,000","5","1999","거마로9길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","59.79","201804","1~10","44,800","6","1999","거마로9길"
"서울특별시 송파구 거여동","136","0136","0000","삼호","59.79","201804","11~20","43,000","4","1999","거마로9길"
"서울특별시 송파구 거여동","129","0129","0000","성동레인보우","98.09","201801","21~31","49,500","9","2000","거마로15길"
"서울특별시 송파구 거여동","129","0129","0000","성동레인보우","55.35","201803","1~10","30,000","9","2000","거마로15길"
"서울특별시 송파구 거여동","28","0028","0000","쌍용스윗닷홈 거여역1차","105.2","201804","1~10","71,250","2","2006","오금로62길"
"서울특별시 송파구 거여동","28","0028","0000","쌍용스윗닷홈 거여역1차","84.95","201804","11~20","58,400","1","2006","오금로62길"
"서울특별시 송파구 거여동","28","0028","0000","쌍용스윗닷홈 거여역1차","105.2","201804","11~20","73,800","5","2006","오금로62길"
"서울특별시 송파구 거여동","27-5","0027","0005","쌍용스윗닷홈2차","104.04","201802","1~10","61,000","8","2006","오금로"
"서울특별시 송파구 거여동","27-5","0027","0005","쌍용스윗닷홈2차","104.04","201804","11~20","61,000","8","2006","오금로"
"서울특별시 송파구 거여동","27-5","0027","0005","쌍용스윗닷홈2차","104.14","201805","11~20","68,000","4","2006","오금로"
"서울특별시 송파구 거여동","356","0356","0000","우방1","84.9","201801","1~10","56,500","17","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","59.91","201801","1~10","44,000","11","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","84.9","201801","11~20","57,800","13","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","84.9","201802","11~20","52,000","1","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","59.91","201802","11~20","44,000","17","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","59.91","201802","21~28","49,900","11","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","84.9","201802","21~28","59,500","15","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","84.9","201803","1~10","54,000","2","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","84.9","201803","1~10","60,000","2","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","84.9","201803","11~20","63,000","5","1999","오금로56길"
"서울특별시 송파구 거여동","356","0356","0000","우방1","59.91","201805","1~10","44,800","1","1999","오금로56길"
"서울특별시 송파구 거여동","127-1","0127","0001","팰리스힐","73.7","201803","21~31","36,800","7","2009","오금로53길"
"서울특별시 송파구 거여동","127-1","0127","0001","팰리스힐","83.62","201805","1~10","42,000","5","2009","오금로53길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.91","201801","1~10","58,500","12","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.91","201801","1~10","57,800","2","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.89","201801","11~20","66,000","8","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.64","201802","1~10","65,500","15","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.89","201802","11~20","65,700","6","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.91","201803","1~10","63,800","6","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.91","201803","21~31","63,500","14","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.89","201804","1~10","69,800","6","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.91","201804","1~10","65,300","7","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.91","201804","21~30","64,900","7","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.64","201804","21~30","62,000","8","1992","오금로54길"
"서울특별시 송파구 거여동","362","0362","0000","현대1차","84.86","201805","21~31","64,000","3","1992","오금로54길"
"서울특별시 송파구 거여동","44","0044","0000","현대2차","82.96","201802","1~10","60,000","2","1992","오금로61길"
"서울특별시 송파구 거여동","44","0044","0000","현대2차","82.96","201802","11~20","60,000","6","1992","오금로61길"
"서울특별시 송파구 거여동","44","0044","0000","현대2차","82.96","201804","21~30","62,000","2","1992","오금로61길"
"서울특별시 송파구 거여동","46","0046","0000","현대3차","84.94","201801","1~10","52,300","4","1993","거마로"
"서울특별시 송파구 거여동","46","0046","0000","현대3차","84.83","201801","1~10","53,000","3","1993","거마로"
"서울특별시 송파구 거여동","46","0046","0000","현대3차","84.94","201801","21~31","55,000","6","1993","거마로"
"서울특별시 송파구 거여동","46","0046","0000","현대3차","84.94","201802","1~10","57,400","13","1993","거마로"
"서울특별시 송파구 거여동","46","0046","0000","현대3차","84.94","201803","11~20","60,000","4","1993","거마로"
"서울특별시 송파구 거여동","46","0046","0000","현대3차","84.94","201803","21~31","55,000","4","1993","거마로"
"서울특별시 송파구 마천동","319","0319","0000","금호어울림","59.98","201801","11~20","52,800","7","2006","성내천로"
"서울특별시 송파구 마천동","319","0319","0000","금호어울림","84.96","201802","1~10","63,300","5","2006","성내천로"
"서울특별시 송파구 마천동","319","0319","0000","금호어울림","84.96","201802","1~10","64,000","11","2006","성내천로"
"서울특별시 송파구 마천동","319","0319","0000","금호어울림","84.96","201802","11~20","67,000","11","2006","성내천로"
"서울특별시 송파구 마천동","319","0319","0000","금호어울림","84.96","201803","21~31","67,500","9","2006","성내천로"
"서울특별시 송파구 마천동","319","0319","0000","금호어울림","84.96","201805","11~20","64,250","10","2006","성내천로"
"서울특별시 송파구 마천동","191-17","0191","0017","기영","59.47","201803","1~10","42,700","7","1998","마천로51길"
"서울특별시 송파구 마천동","191-17","0191","0017","기영","84.33","201803","11~20","55,000","2","1998","마천로51길"
"서울특별시 송파구 마천동","197-9","0197","0009","뉴타운","60.47","201801","11~20","49,000","4","2004","성내천로34길"
"서울특별시 송파구 마천동","50","0050","0000","대성골드클래스","44.39","201801","11~20","38,000","3","2017","거마로"
"서울특별시 송파구 마천동","50","0050","0000","대성골드클래스","41.13","201801","11~20","37,900","2","2017","거마로"
"서울특별시 송파구 마천동","50","0050","0000","대성골드클래스","44.39","201802","11~20","38,550","2","2017","거마로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","101.91","201801","11~20","55,000","1","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","81.18","201801","21~31","56,000","13","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","114.81","201801","21~31","62,000","6","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","114.81","201801","21~31","59,500","4","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","101.91","201801","21~31","60,000","9","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","81.18","201801","21~31","56,000","10","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","114.81","201802","11~20","70,000","19","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","81.18","201803","21~31","63,000","14","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","114.81","201804","1~10","70,100","12","2002","성내천로"
"서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","81.18","201804","11~20","65,000","7","2002","성내천로"
"서울특별시 송파구 마천동","574","0574","0000","마천대성","59.31","201804","1~10","49,000","5","1995","성내천로34길"
"서울특별시 송파구 마천동","271-17","0271","0017","산성","82.51","201804","21~30","61,000","3","2003","성내천로43바길"
"서울특별시 송파구 마천동","573","0573","0000","삼익1","84.9","201801","11~20","48,000","14","1996","성내천로"
"서울특별시 송파구 마천동","573","0573","0000","삼익1","84.9","201802","1~10","47,000","4","1996","성내천로"
"서울특별시 송파구 마천동","573","0573","0000","삼익1","84.9","201802","1~10","50,600","14","1996","성내천로"
"서울특별시 송파구 마천동","573","0573","0000","삼익1","59.4","201802","1~10","39,000","2","1996","성내천로"
"서울특별시 송파구 마천동","573","0573","0000","삼익1","84.9","201802","11~20","45,000","5","1996","성내천로"
"서울특별시 송파구 마천동","573","0573","0000","삼익1","59.4","201802","21~28","40,000","11","1996","성내천로"
"서울특별시 송파구 마천동","573","0573","0000","삼익1","59.4","201803","21~31","43,500","17","1996","성내천로"
"서울특별시 송파구 마천동","573","0573","0000","삼익1","57.42","201804","11~20","41,000","17","1996","성내천로"
"서울특별시 송파구 마천동","582","0582","0000","송파파크데일1단지","84.86","201801","1~10","64,000","15","2011","성내천로37길"
"서울특별시 송파구 마천동","582","0582","0000","송파파크데일1단지","84.13","201801","11~20","65,000","2","2011","성내천로37길"
"서울특별시 송파구 마천동","582","0582","0000","송파파크데일1단지","59.91","201801","21~31","58,000","6","2011","성내천로37길"
"서울특별시 송파구 마천동","582","0582","0000","송파파크데일1단지","84.86","201803","21~31","68,000","9","2011","성내천로37길"
"서울특별시 송파구 마천동","582","0582","0000","송파파크데일1단지","84.13","201804","1~10","70,000","7","2011","성내천로37길"
"서울특별시 송파구 마천동","582","0582","0000","송파파크데일1단지","114.81","201805","1~10","88,500","13","2011","성내천로37길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","59.91","201801","11~20","58,000","12","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.86","201801","11~20","64,900","11","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.99","201801","11~20","66,000","13","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.13","201801","11~20","65,000","5","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.86","201801","21~31","64,500","8","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.13","201802","1~10","65,000","13","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.86","201802","1~10","60,000","5","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.86","201802","1~10","68,000","11","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","59.91","201802","1~10","59,000","12","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.99","201802","11~20","69,500","14","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","59.91","201803","1~10","59,000","12","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","84.86","201803","21~31","69,000","10","2011","성내천로47길"
"서울특별시 송파구 마천동","607","0607","0000","송파파크데일2단지","59.91","201803","21~31","62,000","10","2011","성내천로47길"
"서울특별시 송파구 마천동","20","0020","0000","신동아","84.71","201801","11~20","53,000","14","2001","성내천로21길"
"서울특별시 송파구 마천동","20","0020","0000","신동아","59.88","201804","11~20","37,800","5","2001","성내천로21길"
"서울특별시 송파구 마천동","20","0020","0000","신동아","59.88","201804","11~20","41,250","6","2001","성내천로21길"
"서울특별시 송파구 마천동","20","0020","0000","신동아","59.88","201804","21~30","41,700","3","2001","성내천로21길"
"서울특별시 송파구 마천동","31-1","0031","0001","씨티","84.98","201804","21~30","45,000","5","2001","마천로"
"서울특별시 송파구 마천동","9","0009","0000","아남","70.42","201801","11~20","42,000","5","1992","마천로35길"
"서울특별시 송파구 마천동","9","0009","0000","아남","82.13","201801","21~31","47,000","16","1992","마천로35길"
"서울특별시 송파구 마천동","576","0576","0000","우방아파트","79.07","201801","21~31","50,000","6","2002","성내천로"
"서울특별시 송파구 마천동","576","0576","0000","우방아파트","79.07","201801","21~31","47,000","3","2002","성내천로"
"서울특별시 송파구 마천동","576","0576","0000","우방아파트","79.07","201802","11~20","46,000","1","2002","성내천로"
"서울특별시 송파구 마천동","175","0175","0000","한보1","39.1","201801","11~20","33,000","7","1998","마천로51길"
"서울특별시 송파구 마천동","175","0175","0000","한보1","34.06","201801","21~31","30,500","6","1998","마천로51길"
"서울특별시 송파구 마천동","181","0181","0000","현대그린빌","69.51","201801","1~10","37,000","5","1998","마천로"
"서울특별시 송파구 마천동","181","0181","0000","현대그린빌","59.67","201801","1~10","36,000","4","1998","마천로"
"서울특별시 송파구 마천동","181","0181","0000","현대그린빌","46.05","201801","1~10","26,500","5","1998","마천로"
"서울특별시 송파구 마천동","181","0181","0000","현대그린빌","59.67","201803","11~20","37,000","5","1998","마천로"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201801","1~10","75,800","13","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201801","1~10","77,000","13","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201801","1~10","67,000","1","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201801","11~20","74,500","2","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201801","11~20","75,000","9","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201801","21~31","80,000","4","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201801","21~31","80,000","14","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201802","1~10","79,500","7","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201802","1~10","81,500","2","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","77.68","201802","21~28","76,700","2","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201802","21~28","85,000","4","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201803","1~10","69,900","6","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201803","1~10","71,000","9","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","77.68","201803","1~10","80,000","13","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201803","1~10","88,000","14","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201803","11~20","86,000","9","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201803","11~20","88,000","13","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201803","21~31","88,000","10","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201804","21~30","87,300","15","1996","새말로8길"
"서울특별시 송파구 문정동","72-3","0072","0003","건영1","84.81","201806","21~30","84,000","5","1996","새말로8길"
"서울특별시 송파구 문정동","117","0117","0000","대우3","84.96","201801","1~10","66,000","11","2002","송이로"
"서울특별시 송파구 문정동","117","0117","0000","대우3","84.96","201801","11~20","60,000","1","2002","송이로"
"서울특별시 송파구 문정동","117","0117","0000","대우3","84.96","201801","11~20","67,000","3","2002","송이로"
"서울특별시 송파구 문정동","117","0117","0000","대우3","84.96","201801","11~20","69,000","10","2002","송이로"
"서울특별시 송파구 문정동","117","0117","0000","대우3","84.96","201802","11~20","69,000","11","2002","송이로"
"서울특별시 송파구 문정동","74","0074","0000","동부브리앙뜨1","80.15","201801","11~20","54,700","5","2003","송파대로"
"서울특별시 송파구 문정동","74","0074","0000","동부브리앙뜨1","83.07","201806","21~30","54,500","2","2003","송파대로"
"서울특별시 송파구 문정동","19","0019","0000","문정대우푸르지오","84.82","201801","1~10","70,000","6","2001","송이로32길"
"서울특별시 송파구 문정동","19","0019","0000","문정대우푸르지오","84.82","201801","11~20","62,800","1","2001","송이로32길"
"서울특별시 송파구 문정동","19","0019","0000","문정대우푸르지오","84.82","201801","11~20","70,000","13","2001","송이로32길"
"서울특별시 송파구 문정동","19","0019","0000","문정대우푸르지오","84.82","201802","1~10","68,500","11","2001","송이로32길"
"서울특별시 송파구 문정동","19","0019","0000","문정대우푸르지오","59.57","201802","1~10","65,000","6","2001","송이로32길"
"서울특별시 송파구 문정동","19","0019","0000","문정대우푸르지오","59.57","201802","11~20","46,000","12","2001","송이로32길"
"서울특별시 송파구 문정동","19","0019","0000","문정대우푸르지오","84.82","201804","11~20","70,000","6","2001","송이로32길"
"서울특별시 송파구 문정동","19","0019","0000","문정대우푸르지오","59.57","201805","21~31","65,000","11","2001","송이로32길"
"서울특별시 송파구 문정동","15","0015","0000","문정동아","57.72","201802","1~10","42,900","3","1997","문정로5길"
"서울특별시 송파구 문정동","15","0015","0000","문정동아","84.87","201802","21~28","58,000","4","1997","문정로5길"
"서울특별시 송파구 문정동","15","0015","0000","문정동아","57.72","201805","11~20","47,000","7","1997","문정로5길"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","120.97","201801","1~10","85,000","17","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201801","1~10","87,000","17","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201801","11~20","86,000","6","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201801","11~20","85,000","3","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","150.58","201801","11~20","100,000","2","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","150.58","201801","11~20","110,000","17","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201801","11~20","80,000","4","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","133.29","201801","11~20","100,000","9","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","120.97","201801","11~20","110,000","11","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","133.29","201801","11~20","105,000","10","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","150.58","201801","11~20","120,000","7","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","133.29","201801","11~20","99,500","19","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","120.97","201801","11~20","104,000","13","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","131.39","201801","21~31","121,500","21","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","150.58","201801","21~31","107,000","10","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201801","21~31","86,800","5","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201802","1~10","84,000","1","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","150.58","201802","1~10","103,700","2","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","120.97","201802","1~10","110,000","9","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","120.97","201802","1~10","113,000","13","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","120.97","201802","1~10","106,000","15","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","170.7","201802","1~10","109,500","2","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","133.29","201802","11~20","110,000","15","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","120.97","201802","11~20","102,500","13","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","133.29","201802","11~20","109,000","17","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","170.7","201802","21~28","120,000","4","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201803","1~10","95,000","10","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","150.58","201803","1~10","116,000","9","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","150.58","201803","1~10","119,500","12","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","133.29","201803","11~20","112,700","8","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201803","11~20","89,900","16","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","120.97","201804","1~10","93,000","3","2004","문정로"
"서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.96","201804","11~20","90,000","4","2004","문정로"
"서울특별시 송파구 문정동","145","0145","0000","문정시영","39.69","201801","1~10","41,000","5","1989","송이로31길"
"서울특별시 송파구 문정동","145","0145","0000","문정시영","39.69","201801","1~10","40,000","13","1989","송이로31길"
"서울특별시 송파구 문정동","145","0145","0000","문정시영","39.69","201801","1~10","39,500","14","1989","송이로31길"
